lat,lon
52.5238316,13.3985704
52.52130280012305,13.385180090564926
52.52339332586772,13.391764043640274
52.5238316,13.3985704
52.5232743,13.3884602
52.512719989573846,13.396920166606986
52.5201646,13.3913112
52.5179452,13.389358
52.5140041,13.3811706
52.52256,13.39942
52.527203,13.3971057
52.5266587656873,13.40794609384705
52.53461799999999,13.4197911
52.52366362530687,13.40920530037585
52.53238289999999,13.3976359
52.52864513176107,13.4022783
52.52724314420447,13.39913771682263
52.508507041615765,13.390493204098584
52.51995687003612,13.389513147222218
52.5143007,13.397416
52.5126941,13.3822101
52.51169119999999,13.3898889
52.51263669999999,13.3896904
52.5117086966474,13.389806035124268
52.51829252138391,13.383897236769467
52.52243060340517,13.386233377523824
52.5222596,13.3996438
52.52379697423213,13.386434408597848
52.52213430971234,13.378588283074198
52.5206084,13.404795
52.5221767,13.3781882
52.510943,13.3870163
52.51261539999999,13.3905721
52.5172234,13.377556
52.5214627,13.3848372
52.52052444659835,13.386710500133292
52.5134504,13.396947
52.52005035643261,13.39064903068943
52.5115276,13.3828073
52.51580522932664,13.38987548836371
52.5106200356328,13.379610784424187
52.51309810543373,13.381989088118448
52.5166207,13.3897757
52.5202894,13.3869776
52.51261539999999,13.3905721
52.52504113280851,13.387145586434125
52.52231788904327,13.383895084656176
52.5239124,13.3867527
52.5240721,13.3975879
52.51226659611019,13.390251283808636
52.52507150722472,13.391728193152892
52.516929596762495,13.377739214551184
52.5200252,13.4037884
52.5211654,13.384961
52.52435000000001,13.39617
52.5227282,13.3881445
52.5252037,13.3932662
52.53172205551587,13.412003162761234
52.51128484392625,13.38877091446268
52.52367950000001,13.3906793
52.5254649,13.391443
52.51279599999999,13.3937831
52.5121406,13.3928272
52.5174343,13.3859139
52.52471,13.38885
52.51279599999999,13.3937831
52.52005035643261,13.39064903068943
52.5202894,13.3869776
52.51279599999999,13.3937831
52.516929596762495,13.377739214551184
52.5271845,13.3993081
52.527281088490106,13.39881999755326
52.50911563386791,13.374227434253475
52.5080051,13.3738108
52.538508,13.40932
52.527961,13.4030479
52.5300812,13.4006739
52.5290313,13.4020603
52.5006148,13.4229027
52.5107206,13.4016645
52.50697564217489,13.392174971759124
52.52947949164066,13.401082658763467
52.52070579999999,13.4046972
52.508031841694375,13.393314303705523
52.5315687,13.3993977
52.5258858,13.3868659
52.532460231915074,13.412155674891162
52.526624245310536,13.398531103669365
52.5380962,13.4095875
52.5223087920727,13.40833332740671
52.4927042,13.3871858
52.527961,13.4030479
52.5268053,13.3874491
52.53116037652719,13.402767995750356
52.52645771339539,13.387788991402266
52.52119813848951,13.409617039645097
52.49974573267797,13.41704318969611
52.52602558141521,13.390530028241969
52.53691689999999,13.4176047
52.5340394,13.4149747
52.5073228,13.3878867
52.5237938,13.4091964
52.5200038,13.4152231
52.5102491,13.3799541
52.5238316,13.3985704
52.5075063,13.3895957
52.53288509999999,13.3984652
52.52554070000001,13.4080503
52.523637,13.409156
52.5068558,13.3984213
52.5236065,13.3691979
52.53156796761646,13.39662193373002
52.5350171,13.4223028
52.5041589,13.4203336
52.53381212667559,13.409727515939093
52.5236065,13.3691979
52.5205493482613,13.41422543051924
52.53398203689549,13.40478492929456
52.5312198,13.3844848
52.51217999072536,13.408207427139809
52.53074110000001,13.401757
52.4933416,13.3875471
52.51733607261106,13.404971896959797
52.512489901723086,13.408856382209862
52.531405698496165,13.411769675463102
52.53050805139134,13.40215026441957
52.52675619999999,13.3723415
52.4927042,13.3871858
52.527779975720726,13.38692562524518
52.5276532,13.38861
52.5067797,13.3933877
52.501712243866045,13.418091697167702
52.5115059,13.4169483
52.5380057,13.4094521
52.5115059,13.4169483
52.52374380000001,13.4004558
52.511594911272894,13.416638899619755
52.52856269999999,13.402465
52.5111832,13.4036668
52.52756239232951,13.3870843374352
52.53968601713253,13.411170568800374
52.5288602,13.3959879
52.5355087,13.4215384
52.5264862,13.3944418
52.4902266,13.3873411
52.536147371418735,13.4194759926894
52.5011783,13.4189707
52.5264636,13.3493792
52.5017233,13.41937420000002
52.49134181590573,13.394003163770815
52.50057444327202,13.363152750293107
52.52780391678912,13.389289793255063
52.5116365,13.4171036
52.53884337447212,13.409717444178945
52.53482851866689,13.40565636967898
52.4973097,13.3625665
52.5307281,13.402446
52.529583,13.4025829
52.53032327108959,13.401492579761
52.52875640803166,13.402202582625035
52.510509,13.3761878
52.5070442,13.3720023
52.5206084,13.404795
52.5293856,13.4004516
52.5088036,13.3742494
52.53873088658537,13.408752428603922
52.5337482,13.4052141
52.5275297,13.3981443
52.52839669999999,13.409406
52.523608,13.4069478
52.5075063,13.3895957
52.52082559999999,13.4144639
52.5307021,13.4023004
52.51158751982628,13.416926842325902
52.52842494597571,13.392690086507711
52.5015025,13.4190701
52.52500000000001,13.35716
52.5320408,13.4111114
52.5326499,13.3876973
52.5181633,13.4153644
52.5216144,13.411286
52.5307281,13.402446
52.5142564,13.4210671
52.5307021,13.4023004
52.508671,13.3753261
52.532829205434375,13.395768525794836
52.5239938,13.408986
52.50026467449638,13.42245835033197
52.527961,13.4030479
52.525917599997776,13.389576901189136
52.5060648,13.4162217
52.5296621,13.3684618
52.52817,13.3891001
52.53402315849322,13.415826102446214
52.4899929,13.3891891
52.52628499999999,13.4109594
52.53053882332101,13.400382578829037
52.5254009639078,13.369513069171637
52.5284291,13.40252
52.5180296,13.4154194
52.5305501,13.4183242
52.5295128,13.4021367
52.49717729999999,13.38493329999999
52.5356883,13.3980538
52.5393494,13.4082694
52.523606500000014,13.369197899999994
52.5362018,13.4206822
52.5367296,13.407461
52.52366857353486,13.369385654631834
52.53034265713895,13.38685159671559
52.5075736,13.3914197
52.5015631,13.4192157
52.4929841,13.3825385
52.4908346,13.3939191
52.5005422,13.3626743
52.5291219,13.3515039
52.52644970000001,13.3491307
52.538803000846045,13.40969825554577
